trade_id,stock_symbol,quantity,purchase_price,sale_price,purchase_date,sale_date,profit,transaction_fee,net_profit
312,ALL^F,8301,994.1,550.61,2/26/2022,6/19/2020,-443.49,98.57,-542.06
313,COL,3244,708.44,276.27,11/20/2020,2/17/2020,-432.17,17.67,-449.84
314,PEB,3783,878.76,902.1,1/6/2022,8/26/2022,23.34,20.66,2.68
315,EAGLU,2145,610.44,875.86,1/31/2022,9/2/2021,265.42,26.74,238.68
316,GTT,2950,81.32,612.86,7/26/2020,11/22/2022,531.54,42.44,489.1
317,CYRX,5177,732.27,508.52,8/4/2021,5/30/2021,-223.75,91.74,-315.49
318,CTRL,841,665.47,54.83,4/30/2022,1/23/2022,-610.64,96.91,-707.55
319,PCBK,1432,506.97,625.81,8/16/2021,4/1/2020,118.84,22.91,95.93
320,DVN,6132,353.76,199.1,1/18/2020,5/16/2020,-154.66,38.56,-193.22
321,GTYHU,1350,657.66,226.04,8/15/2022,9/10/2020,-431.62,57.93,-489.55
322,ONCS,9331,191.92,385.05,2/12/2021,1/26/2020,193.13,13.67,179.46
323,FINX,3234,954.94,461.42,10/4/2021,11/22/2021,-493.52,24.96,-518.48
324,HOME,4658,782.08,115.95,9/22/2020,1/3/2020,-666.13,83.39,-749.52
325,MGPI,458,197.52,265.57,3/17/2022,11/19/2022,68.05,60.11,7.94
326,MSCI,3691,172.25,947.57,1/26/2020,6/16/2021,775.32,62.05,713.27
327,SGQI,6424,209.66,396.54,7/7/2021,8/5/2020,186.88,5.65,181.23
328,FULT,1171,339.11,238.4,12/27/2022,9/24/2020,-100.71,96.22,-196.93
329,MATX,1875,620.05,712.11,4/11/2022,8/13/2022,92.06,13.14,78.92
330,BLRX,9798,96.63,30.79,1/11/2020,2/3/2020,-65.84,71.46,-137.3
331,AMH^D,2221,64.28,199.97,7/31/2021,3/16/2022,135.69,91.43,44.26
332,JASO,7802,108.95,595.87,10/23/2020,3/12/2021,486.92,99.07,387.85
333,MER^P,4966,550.19,611.31,2/21/2021,12/15/2020,61.12,15.45,45.67
334,JSYNR,6907,930.96,683.76,6/16/2021,5/14/2021,-247.2,89.38,-336.58
335,TCFC,1900,461.22,296.49,12/11/2020,10/24/2020,-164.73,80.64,-245.37
336,GAM^B,2547,856.25,462.28,1/8/2022,3/24/2021,-393.97,12.31,-406.28
337,NEE^Q,9795,220.41,228.42,11/6/2021,8/7/2020,8.01,42.38,-34.37
338,PLOW,3817,389.27,472.91,8/23/2022,4/11/2022,83.64,25.58,58.06
339,CNO,2631,102.27,37.53,7/18/2021,9/28/2022,-64.74,56.02,-120.76
340,HGSH,676,852.03,75.31,7/18/2022,12/19/2021,-776.72,52.2,-828.92
341,RLGY,528,478.18,240.13,5/9/2020,12/23/2022,-238.05,55.67,-293.72
342,EOD,4835,602.15,227.65,11/26/2020,6/23/2021,-374.5,9.88,-384.38
343,APA,3062,178.55,178.98,10/16/2022,11/17/2020,0.43,73.0,-72.57
344,PVTD,6654,585.56,176.78,4/27/2020,7/16/2020,-408.78,18.64,-427.42
345,MANH,9041,707.69,383.31,8/27/2022,6/2/2020,-324.38,29.39,-353.77
346,TSNU,1581,959.45,903.18,11/19/2022,10/31/2021,-56.27,88.27,-144.54
347,CABO,1319,781.07,810.18,10/29/2020,3/23/2020,29.11,26.96,2.15
348,KITE,1412,209.23,119.68,4/10/2021,11/29/2020,-89.55,71.62,-161.17
349,SYF,7799,58.01,615.97,1/3/2020,7/5/2020,557.96,96.02,461.94
350,RY^T,7577,556.78,745.58,4/3/2021,12/22/2020,188.8,10.6,178.2
351,XNY,9151,911.84,473.74,7/21/2022,8/31/2022,-438.1,65.39,-503.49
352,SOHOB,7736,809.71,5.28,2/27/2020,2/9/2021,-804.43,53.81,-858.24
353,GT,6765,476.38,880.52,4/16/2022,1/24/2021,404.14,25.02,379.12
354,ERIC,2920,658.5,129.74,3/3/2022,2/11/2021,-528.76,26.27,-555.03
355,HEQ,6347,987.62,129.59,9/20/2022,7/19/2022,-858.03,2.77,-860.8
356,ENDP,120,431.52,38.13,9/19/2020,5/1/2022,-393.39,91.9,-485.29
357,BVN,6916,708.17,246.36,6/27/2022,2/19/2022,-461.81,20.9,-482.71
358,SOL,5791,570.0,858.69,6/15/2021,5/9/2021,288.69,44.77,243.92
359,SKLN,338,556.45,669.45,3/15/2020,10/19/2020,113.0,8.29,104.71
360,MGA,7964,152.95,643.38,11/14/2021,4/21/2022,490.43,99.31,391.12
361,BCPC,2000,235.84,171.4,2/24/2021,4/7/2022,-64.44,61.54,-125.98
362,PBB,4936,565.38,682.87,4/12/2020,1/16/2022,117.49,83.36,34.13
363,NXC,1155,478.77,470.94,4/24/2020,9/29/2021,-7.83,38.96,-46.79
364,JCTCF,2490,682.76,38.12,7/21/2020,10/13/2021,-644.64,52.58,-697.22
365,WILC,5948,660.78,559.05,11/22/2020,9/14/2022,-101.73,16.21,-117.94
366,LMRKO,6312,824.73,235.54,12/9/2021,6/30/2021,-589.19,42.11,-631.3
367,AFSI^C,5180,314.21,676.64,3/2/2021,10/25/2022,362.43,11.71,350.72
368,MIDD,8626,940.44,610.61,9/7/2022,4/25/2020,-329.83,94.28,-424.11
369,SCHW^C,2051,815.16,882.65,9/8/2021,7/13/2022,67.49,52.93,14.56
370,KOS,2036,6.63,163.73,1/18/2020,5/23/2021,157.1,26.85,130.25
371,BRFS,3609,224.69,367.2,6/28/2022,2/11/2022,142.51,1.9,140.61
372,CLNS^E,1023,290.3,997.33,2/18/2020,2/26/2020,707.03,34.06,672.97
373,ELECU,7440,288.67,407.44,6/9/2020,9/13/2021,118.77,25.47,93.3
374,ATAI,9286,467.23,612.77,12/20/2020,11/28/2021,145.54,29.21,116.33
375,WIT,8681,370.66,672.68,6/23/2022,7/1/2021,302.02,90.36,211.66
376,SOJB,5853,609.9,290.73,8/15/2022,6/18/2020,-319.17,88.12,-407.29
377,NEE^R,5224,584.32,461.65,5/19/2021,1/21/2021,-122.67,11.73,-134.4
378,FRPT,9761,716.0,440.06,7/13/2022,12/6/2020,-275.94,42.08,-318.02
379,PBI^B,2592,331.27,602.2,6/13/2020,7/24/2022,270.93,12.73,258.2
380,KLIC,5544,253.69,541.0,11/25/2022,2/6/2022,287.31,20.21,267.1
381,PIRS,46,602.16,257.26,7/11/2022,12/29/2021,-344.9,66.51,-411.41
382,BIS,3909,682.43,366.33,4/1/2022,12/19/2021,-316.1,19.31,-335.41
383,TNP^C,8618,246.55,552.1,6/7/2021,4/29/2022,305.55,45.69,259.86
384,XTLB,1473,645.0,311.62,1/23/2021,11/11/2020,-333.38,26.08,-359.46
385,FMN,8148,546.85,374.41,7/5/2021,11/30/2022,-172.44,25.4,-197.84
386,FEM,2089,67.84,550.96,10/23/2020,11/26/2020,483.12,96.71,386.41
387,BLVDW,2702,733.44,407.29,10/3/2020,8/5/2021,-326.15,91.57,-417.72
388,TV,4716,725.13,500.67,10/14/2021,5/17/2021,-224.46,0.87,-225.33
389,DWLD,2826,240.45,264.74,8/13/2022,12/9/2022,24.29,39.87,-15.58
390,LOPE,2398,33.27,889.03,5/23/2021,11/16/2021,855.76,17.4,838.36
391,BOSC,6295,95.26,304.68,9/13/2020,9/26/2021,209.42,12.81,196.61
392,DWCH,5129,668.11,878.3,1/20/2021,11/10/2020,210.19,84.24,125.95
393,EGIF,5819,604.65,672.88,8/3/2022,12/15/2022,68.23,96.87,-28.64
394,OTTR,5679,694.54,824.96,9/20/2022,10/9/2022,130.42,13.74,116.68
395,SGBK,5426,911.55,348.29,2/4/2022,6/25/2022,-563.26,62.6,-625.86
396,ASV,2044,545.43,799.12,7/10/2021,11/19/2022,253.69,11.53,242.16
397,WOOD,5289,278.61,729.49,11/18/2021,2/22/2022,450.88,61.75,389.13
398,CJ,6097,426.34,999.28,8/22/2021,5/10/2022,572.94,72.94,500.0
399,ARRY,9701,985.27,513.47,5/24/2022,8/31/2020,-471.8,51.79,-523.59
400,PTNR,6128,747.16,480.98,11/9/2020,7/30/2022,-266.18,8.57,-274.75
401,CETXP,9708,499.31,131.08,10/24/2020,6/9/2020,-368.23,63.68,-431.91
402,CCZ,2068,239.37,8.11,5/25/2022,7/8/2021,-231.26,60.64,-291.9
403,PBYI,9295,87.23,802.35,5/16/2020,4/1/2021,715.12,48.56,666.56
404,OCC,1500,172.34,384.62,2/9/2021,6/14/2021,212.28,85.97,126.31
405,PRFZ,3402,371.6,304.45,4/9/2020,7/9/2022,-67.15,21.24,-88.39
406,CLNT,4661,741.56,879.33,7/15/2021,9/29/2022,137.77,25.4,112.37
407,MARA,8779,429.88,124.28,2/20/2021,3/15/2021,-305.6,18.74,-324.34
408,PLAY,7898,436.03,366.1,9/20/2021,6/12/2020,-69.93,27.73,-97.66
409,YEXT,4049,222.46,798.27,8/10/2021,8/3/2020,575.81,52.66,523.15
410,XLNX,3559,289.05,651.71,11/30/2022,11/2/2021,362.66,99.01,263.65
411,SIVBO,4637,366.66,79.0,1/12/2021,4/30/2020,-287.66,87.58,-375.24
412,WHLRP,7329,791.39,934.35,4/10/2021,11/18/2020,142.96,81.13,61.83
413,UBIO,9855,359.84,688.34,9/14/2021,2/28/2022,328.5,99.02,229.48
414,LMFAW,9211,657.11,811.29,10/31/2022,11/26/2021,154.18,85.2,68.98
415,YECO,3832,950.62,0.33,7/23/2020,12/29/2022,-950.29,54.63,-1004.92
416,MYCC,9020,580.77,591.99,3/1/2022,7/8/2020,11.22,17.01,-5.79
417,CFNB,6213,387.11,384.39,12/25/2020,10/10/2022,-2.72,85.41,-88.13
418,HOFT,965,895.09,979.59,10/20/2021,10/8/2022,84.5,74.2,10.3
419,ZEUS,3660,221.44,755.63,11/17/2020,11/7/2022,534.19,34.65,499.54
420,LIVN,9498,411.09,215.36,12/21/2020,11/10/2020,-195.73,40.8,-236.53
421,LBRDK,7485,843.02,722.83,2/6/2020,6/7/2021,-120.19,37.62,-157.81
422,CAI,9323,65.69,955.43,10/16/2021,11/6/2020,889.74,50.85,838.89
423,RGR,5753,145.19,67.07,12/24/2022,1/11/2022,-78.12,5.23,-83.35
424,XGTIW,5255,933.46,632.44,11/8/2021,9/3/2020,-301.02,53.57,-354.59
425,RFEU,6028,782.83,990.99,3/31/2022,11/13/2022,208.16,33.59,174.57
426,BGCA,2912,766.98,516.12,9/12/2020,9/3/2022,-250.86,0.12,-250.98
427,CLDT,4696,205.95,850.97,4/6/2021,7/20/2021,645.02,34.58,610.44
428,MRTX,1254,827.63,825.8,4/14/2020,11/9/2022,-1.83,15.61,-17.44
429,WBMD,2972,17.03,579.64,10/12/2021,8/30/2020,562.61,17.49,545.12
430,PMT^A,7500,617.4,799.67,8/4/2022,3/29/2021,182.27,78.36,103.91
431,CCK,927,586.85,258.29,11/11/2021,8/26/2022,-328.56,83.44,-412.0
432,SPNE,1540,44.62,528.88,10/13/2022,4/12/2022,484.26,87.59,396.67
433,BEP,4311,704.04,362.65,4/6/2020,6/24/2022,-341.39,55.5,-396.89
434,ASND,1039,528.38,531.63,9/22/2020,8/15/2021,3.25,25.83,-22.58
435,NOA,5622,158.14,656.26,12/18/2020,3/21/2022,498.12,13.43,484.69
436,SPAR,6916,7.73,651.81,8/26/2021,11/20/2020,644.08,93.92,550.16
437,FOANC,5845,238.82,377.17,11/17/2020,1/18/2021,138.35,70.71,67.64
438,INWK,6433,438.53,539.52,3/5/2020,4/30/2020,100.99,3.49,97.5
439,IBM,8268,323.14,759.3,9/29/2021,1/4/2020,436.16,33.88,402.28
440,AIV,7129,987.38,118.73,1/25/2021,3/3/2021,-868.65,26.37,-895.02
441,FWONA,796,302.98,921.44,8/18/2020,11/15/2020,618.46,45.33,573.13
442,KMX,7091,783.55,198.62,1/3/2020,9/26/2021,-584.93,99.07,-684.0
443,AXE,3670,969.47,478.0,2/19/2020,1/28/2020,-491.47,25.89,-517.36
444,XRF,3170,967.6,514.65,9/6/2022,5/13/2021,-452.95,1.1,-454.05
445,TSRI,5245,457.13,449.13,10/17/2022,8/29/2022,-8.0,81.92,-89.92
446,COLB,6657,190.64,593.4,4/30/2020,5/2/2022,402.76,28.43,374.33
447,OVLY,4454,382.08,773.37,10/10/2020,2/1/2020,391.29,37.54,353.75
448,FYC,8529,133.81,258.97,6/4/2022,4/13/2021,125.16,65.05,60.11
449,DRH,2951,175.92,289.11,1/18/2021,12/31/2020,113.19,13.64,99.55
450,AIN,8335,934.59,404.44,5/27/2021,9/13/2020,-530.15,96.59,-626.74
451,CTAS,4319,63.95,284.97,10/23/2022,3/20/2020,221.02,57.93,163.09
452,CPAA,620,294.07,750.74,12/7/2020,8/6/2022,456.67,39.02,417.65
453,RPAI^A,9403,661.58,995.74,2/12/2021,7/29/2020,334.16,80.26,253.9
454,POWI,4675,77.09,691.56,5/2/2020,6/11/2020,614.47,15.65,598.82
455,MOH,3540,825.08,182.61,12/24/2020,11/24/2022,-642.47,83.81,-726.28
456,MTRN,8181,246.36,251.54,12/2/2022,12/6/2022,5.18,3.83,1.35
457,GPT^A,1936,2.81,51.45,4/8/2022,4/3/2020,48.64,48.71,-0.07
458,CCU,2294,904.7,525.15,4/1/2021,12/1/2022,-379.55,48.56,-428.11
459,EYES,7855,442.07,839.79,10/2/2021,5/27/2021,397.72,15.75,381.97
460,SYRS,9883,579.93,274.58,3/12/2020,5/11/2021,-305.35,14.62,-319.97
461,LPTX,4555,291.95,153.54,3/4/2020,10/6/2021,-138.41,65.74,-204.15
462,AIG,8057,59.51,144.92,5/25/2021,2/23/2020,85.41,66.56,18.85
463,ETJ,7143,341.62,338.19,3/14/2022,8/6/2021,-3.43,27.71,-31.14
464,AFGE,7752,896.29,426.4,11/30/2020,10/24/2022,-469.89,89.62,-559.51
465,RIC,804,389.97,357.97,3/28/2022,11/23/2020,-32.0,19.55,-51.55
466,ETSY,8110,16.91,225.51,6/29/2021,8/17/2021,208.6,56.16,152.44
467,ROKA,6533,103.44,493.67,11/16/2021,12/17/2021,390.23,73.38,316.85
468,WGL,8091,475.9,252.52,11/5/2021,4/5/2022,-223.38,90.43,-313.81
469,HTLD,6317,197.38,880.26,10/20/2022,9/11/2022,682.88,90.91,591.97
470,AEHR,3720,870.37,457.52,10/6/2021,2/19/2022,-412.85,33.16,-446.01
471,ROK,3237,158.05,327.7,9/14/2022,5/26/2020,169.65,27.4,142.25
472,DXYN,3839,538.81,834.88,9/26/2022,8/5/2022,296.07,65.19,230.88
473,BAC^E,8249,121.63,836.11,4/23/2021,12/24/2020,714.48,6.63,707.85
474,IVAC,6458,975.04,981.85,5/29/2022,6/22/2020,6.81,21.77,-14.96
475,EVBS,2603,564.66,236.17,3/8/2022,4/2/2022,-328.49,99.05,-427.54
476,RELL,9714,147.95,264.96,11/27/2020,12/6/2021,117.01,24.69,92.32
477,SRUNU,6503,845.26,800.95,5/19/2021,7/19/2022,-44.31,54.31,-98.62
478,LAKE,6894,995.89,746.56,2/22/2022,1/14/2022,-249.33,26.59,-275.92
479,MCI,6555,279.53,695.67,1/7/2022,9/26/2022,416.14,44.17,371.97
480,KBWD,471,695.29,426.51,8/4/2022,5/3/2022,-268.78,22.63,-291.41
481,XENT,3147,394.9,667.77,1/17/2020,6/11/2020,272.87,55.18,217.69
482,VLP,8235,275.73,66.89,10/21/2020,1/6/2021,-208.84,3.2,-212.04
483,DTUS,3753,475.42,864.95,12/13/2022,6/16/2021,389.53,2.55,386.98
484,FCCO,8799,672.98,991.91,4/14/2021,8/31/2022,318.93,46.02,272.91
485,SOHO,3001,182.42,666.13,4/9/2021,11/17/2022,483.71,76.57,407.14
486,KELYA,7583,213.16,560.86,7/2/2020,8/13/2020,347.7,3.88,343.82
487,JMF,9698,567.39,143.89,7/9/2020,6/5/2022,-423.5,11.32,-434.82
488,BETR,7362,204.38,296.62,2/22/2022,10/9/2022,92.24,8.22,84.02
489,WEBK,5658,54.98,450.03,7/26/2021,12/2/2021,395.05,3.12,391.93
490,WNC,6949,342.39,876.85,4/26/2022,12/20/2020,534.46,41.32,493.14
491,PAGP,404,184.54,97.08,8/25/2020,3/3/2022,-87.46,44.27,-131.73
492,HMLP,4924,56.68,125.31,8/17/2022,6/28/2020,68.63,48.42,20.21
493,DB,8633,607.75,848.01,5/26/2020,7/27/2020,240.26,32.7,207.56
494,KF,1048,101.97,964.79,3/1/2020,5/13/2020,862.82,6.95,855.87
495,DVA,7606,427.72,794.79,5/14/2021,12/31/2020,367.07,69.0,298.07
496,SANM,1650,802.15,377.2,3/18/2021,10/22/2022,-424.95,59.57,-484.52
497,ATRS,7556,948.05,857.1,1/14/2022,6/28/2021,-90.95,50.79,-141.74
498,NC,5,308.0,990.94,5/9/2021,8/17/2022,682.94,75.42,607.52
499,OI,257,328.89,1.34,10/27/2021,2/4/2020,-327.55,74.24,-401.79
500,PSA^D,6525,709.57,153.43,6/22/2022,4/7/2021,-556.14,74.04,-630.18
501,OIIM,3342,847.62,367.15,8/22/2021,12/24/2022,-480.47,28.34,-508.81
502,ECCA,1806,745.78,855.93,3/5/2022,7/9/2022,110.15,92.93,17.22
503,INBKL,3663,67.67,688.92,11/1/2021,1/17/2022,621.25,39.47,581.78
504,WRB,6735,915.82,310.06,6/7/2021,9/23/2020,-605.76,96.68,-702.44
505,AMH^E,1579,240.59,762.54,8/29/2020,3/3/2022,521.95,30.93,491.02
506,AMDA,321,690.2,193.07,2/25/2021,7/15/2020,-497.13,40.83,-537.96
507,CDTI,6820,558.16,198.11,8/14/2020,10/4/2020,-360.05,57.02,-417.07
508,TREE,2903,548.84,327.21,9/30/2021,9/24/2021,-221.63,7.74,-229.37
509,UZC,2818,972.87,791.43,2/12/2021,4/2/2021,-181.44,18.66,-200.1
510,DNBF,6288,844.22,732.78,3/1/2022,5/29/2021,-111.44,58.65,-170.09
511,UHT,1920,303.95,25.6,7/30/2022,7/20/2022,-278.35,81.72,-360.07
512,AUO,4776,812.38,571.79,7/30/2021,9/4/2020,-240.59,20.4,-260.99
513,FICO,9674,350.35,649.63,6/1/2020,4/14/2020,299.28,81.57,217.71
514,KBH,8901,680.42,423.03,2/12/2020,11/16/2022,-257.39,72.82,-330.21
515,APF,5149,74.04,216.58,2/13/2021,5/4/2021,142.54,26.57,115.97
516,NVUS,1489,589.68,335.86,9/14/2021,6/10/2021,-253.82,17.4,-271.22
517,PVG,7906,480.92,805.22,12/27/2021,9/2/2022,324.3,17.81,306.49
518,PAC,5367,746.26,967.16,6/22/2022,12/26/2021,220.9,21.1,199.8
519,EDI,8539,245.81,943.13,7/9/2022,4/15/2020,697.32,9.69,687.63
520,SJT,7200,846.08,341.62,3/20/2021,5/30/2022,-504.46,2.02,-506.48
521,MSI,3931,130.29,538.41,1/16/2021,4/20/2020,408.12,5.14,402.98
522,MPACW,9728,75.31,645.52,7/15/2020,5/24/2020,570.21,31.93,538.28
523,CBI,3119,528.46,36.36,10/4/2020,5/17/2020,-492.1,75.84,-567.94
524,CTL,5130,11.9,310.59,5/1/2020,4/22/2022,298.69,44.66,254.03
525,GJR,862,858.85,500.86,9/22/2022,4/23/2022,-357.99,79.79,-437.78
526,STML,7255,783.75,657.12,11/25/2022,2/29/2020,-126.63,57.42,-184.05
527,CRAY,5968,922.49,667.56,1/7/2020,11/18/2021,-254.93,18.94,-273.87
528,VVV,2651,153.99,150.94,8/16/2020,9/25/2020,-3.05,80.48,-83.53
529,CCCL,8850,420.05,912.52,5/5/2021,2/10/2021,492.47,58.14,434.33
530,CTG,9118,714.4,682.55,6/13/2020,2/18/2022,-31.85,57.46,-89.31
531,PPSI,6786,661.45,283.71,7/8/2021,6/13/2020,-377.74,35.3,-413.04
532,BLMN,9012,541.24,236.04,12/13/2021,12/28/2022,-305.2,4.78,-309.98
533,CERS,118,756.25,132.55,4/22/2022,7/4/2021,-623.7,69.95,-693.65
534,PNC^Q,4720,429.82,508.57,2/14/2020,11/25/2021,78.75,72.53,6.22
535,TGTX,5754,648.65,115.2,4/2/2022,2/9/2021,-533.45,57.45,-590.9
536,NEWR,9495,544.2,266.05,6/15/2020,11/14/2022,-278.15,96.2,-374.35
537,BKH,5053,981.7,666.37,1/7/2020,7/27/2020,-315.33,75.73,-391.06
538,MVO,7012,677.46,420.08,11/7/2021,5/21/2020,-257.38,68.53,-325.91
539,IKNX,5289,665.31,897.58,10/26/2021,11/23/2021,232.27,31.13,201.14
540,EQFN,1412,113.79,413.32,7/6/2021,4/10/2022,299.53,70.28,229.25
541,DCUC,5193,613.15,512.73,12/3/2022,7/7/2020,-100.42,45.99,-146.41
542,CLCT,7313,895.21,62.37,6/20/2021,7/29/2022,-832.84,27.65,-860.49
543,SKT,2120,415.68,877.07,3/25/2022,10/6/2020,461.39,17.12,444.27
544,CCNE,9496,450.89,466.27,12/11/2022,2/8/2021,15.38,41.18,-25.8
545,ARTX,9886,760.14,136.52,9/16/2020,2/15/2020,-623.62,40.07,-663.69
546,SMCI,7099,697.13,811.85,5/16/2020,7/22/2022,114.72,87.82,26.9
547,TRIB,7267,852.1,18.62,11/17/2021,4/15/2022,-833.48,47.92,-881.4
548,TRIB,6606,979.54,727.51,8/27/2022,5/22/2021,-252.03,9.85,-261.88
549,DPG,8898,344.79,883.03,7/14/2022,10/30/2021,538.24,48.39,489.85
550,HYT,1042,482.13,397.63,3/12/2022,7/30/2022,-84.5,96.48,-180.98
551,GOVNI,4565,23.55,143.73,7/17/2022,1/22/2021,120.18,8.88,111.3
552,EYES,2074,789.8,557.81,3/3/2022,11/11/2022,-231.99,93.74,-325.73
553,AUDC,4712,73.71,627.52,2/16/2022,11/26/2020,553.81,32.82,520.99
554,DWAC,4897,322.8,995.46,8/16/2020,1/21/2021,672.66,24.27,648.39
555,CNXC,2650,317.34,384.52,2/16/2021,4/17/2021,67.18,35.56,31.62
556,PDLI,931,562.21,495.02,9/26/2021,6/14/2022,-67.19,73.68,-140.87
557,OXLCO,5890,301.71,466.43,4/30/2020,10/12/2020,164.72,9.41,155.31
558,SOFO,8891,995.93,599.53,11/28/2022,3/6/2020,-396.4,74.73,-471.13
559,YTRA,7862,131.01,284.72,12/6/2020,2/24/2022,153.71,80.96,72.75
560,TCRD,9547,280.77,117.71,2/2/2021,12/8/2021,-163.06,94.86,-257.92
561,RSYS,5209,181.51,266.24,9/1/2022,12/6/2021,84.73,45.64,39.09
562,IPCC,9743,423.5,632.05,1/26/2022,11/25/2022,208.55,59.33,149.22
563,EMCB,2546,796.09,776.33,6/30/2021,1/26/2020,-19.76,18.45,-38.21
564,BKS,8993,396.99,912.72,2/11/2021,8/15/2020,515.73,41.72,474.01
565,BOSC,4006,600.24,892.57,8/8/2022,7/1/2022,292.33,60.43,231.9
566,CIE,7640,829.01,828.54,12/28/2022,10/13/2021,-0.47,61.01,-61.48
567,ENLK,27,73.41,642.02,6/2/2021,1/16/2020,568.61,7.98,560.63
568,WFC,6633,279.15,257.45,2/1/2021,2/2/2020,-21.7,6.13,-27.83
569,TUES,5683,994.46,786.71,8/26/2021,9/10/2020,-207.75,52.81,-260.56
570,BHACU,5706,161.87,157.14,8/8/2020,1/15/2020,-4.73,22.13,-26.86
571,NGHCN,1905,814.35,847.57,3/2/2020,12/7/2020,33.22,21.08,12.14
572,UONE,7185,571.06,976.26,3/6/2022,8/6/2020,405.2,14.03,391.17
573,EVEP,1169,124.53,819.56,11/6/2020,8/11/2021,695.03,46.37,648.66
574,UBSH,5580,638.2,189.32,9/14/2020,3/19/2021,-448.88,73.99,-522.87
575,FFC,3323,951.64,427.75,12/1/2020,3/20/2022,-523.89,70.92,-594.81
576,TWMC,3448,867.02,702.35,4/25/2021,5/9/2022,-164.67,83.19,-247.86
577,RY,9120,311.22,172.38,2/2/2021,8/26/2020,-138.84,35.94,-174.78
578,FRC^F,2876,849.5,939.77,3/9/2021,4/6/2022,90.27,37.69,52.58
579,MTT,8498,568.07,924.66,8/22/2020,1/25/2022,356.59,34.92,321.67
580,INWK,9337,552.8,283.71,5/26/2020,12/13/2022,-269.09,2.66,-271.75
581,NHTC,7916,403.86,438.95,4/6/2020,9/8/2021,35.09,65.06,-29.97
582,LAWS,6260,991.85,370.07,10/23/2022,2/26/2022,-621.78,80.15,-701.93
583,DAX,1844,287.93,151.25,12/12/2020,8/8/2020,-136.68,70.09,-206.77
584,SBNA,1086,761.32,469.72,10/6/2020,8/14/2020,-291.6,89.31,-380.91
585,CPS,3949,205.67,532.54,11/6/2022,12/6/2021,326.87,7.15,319.72
586,INGN,8176,967.2,999.56,9/30/2020,4/10/2021,32.36,58.47,-26.11
587,RICK,2306,360.5,306.32,4/24/2020,6/6/2022,-54.18,95.15,-149.33
588,FLDM,5027,68.24,757.49,1/30/2022,1/29/2021,689.25,83.76,605.49
589,AEB,8792,213.03,69.23,1/1/2022,12/16/2021,-143.8,67.19,-210.99
590,AMTD,6017,702.09,814.08,6/30/2021,9/23/2020,111.99,98.4,13.59
591,KIN,134,875.2,330.31,12/18/2020,6/8/2022,-544.89,38.8,-583.69
592,HR,2798,793.35,612.72,12/4/2021,5/9/2022,-180.63,35.1,-215.73
593,Z,3549,253.19,320.19,2/2/2022,9/20/2021,67.0,70.64,-3.64
594,JHI,9103,525.72,907.55,3/27/2022,6/13/2020,381.83,22.01,359.82
595,SHLM,5114,897.33,960.47,4/18/2020,12/23/2021,63.14,65.86,-2.72
596,TDE,7127,377.34,472.36,7/9/2020,1/14/2020,95.02,30.56,64.46
597,SILC,5874,702.71,848.93,10/21/2021,8/31/2022,146.22,98.26,47.96
598,RBS,9230,599.7,307.28,5/23/2021,4/15/2020,-292.42,76.91,-369.33
599,KEY^I,4115,226.06,275.87,3/18/2021,7/5/2021,49.81,4.52,45.29
600,NOA,9558,467.79,964.92,11/22/2020,4/21/2022,497.13,9.06,488.07
601,CRAY,4231,646.62,393.76,4/18/2021,11/22/2020,-252.86,22.89,-275.75
602,TCBIL,1034,28.51,1.14,11/2/2020,9/24/2021,-27.37,3.36,-30.73
603,VPV,7988,37.79,732.24,1/4/2021,4/24/2021,694.45,46.72,647.73
604,CNXC,6075,413.79,587.89,7/6/2020,5/8/2021,174.1,22.32,151.78
605,LMOS,6350,903.35,362.77,8/7/2022,9/25/2021,-540.58,99.33,-639.91
606,FIXD,1750,236.64,464.72,11/25/2021,9/6/2022,228.08,31.85,196.23
607,FITBI,2838,526.19,916.46,8/11/2020,4/9/2021,390.27,91.78,298.49
608,FDP,6538,19.05,350.01,7/27/2021,3/21/2022,330.96,59.53,271.43
609,ESGE,5799,90.47,111.72,5/6/2021,9/3/2022,21.25,65.62,-44.37
610,REG^G,4585,949.13,397.37,7/4/2022,9/6/2022,-551.76,59.63,-611.39
611,ORA,2047,580.4,691.51,2/18/2021,12/27/2020,111.11,20.04,91.07
612,WRB^D,6335,908.05,793.22,3/15/2021,10/28/2021,-114.83,22.66,-137.49
613,CHK,2554,139.66,110.79,6/15/2020,8/25/2021,-28.87,74.04,-102.91
614,SKIS,2922,610.54,393.34,3/11/2020,9/5/2021,-217.2,25.7,-242.9
615,CLGX,187,617.95,659.54,5/23/2020,4/17/2020,41.59,76.31,-34.72
616,ADRU,468,779.23,905.75,9/1/2022,5/14/2021,126.52,9.66,116.86
617,ARCW,2663,734.27,274.54,5/23/2020,1/10/2021,-459.73,89.02,-548.75
618,AF^C,2792,42.92,661.52,3/24/2021,8/31/2022,618.6,22.75,595.85
619,HSKA,8418,507.55,748.01,10/8/2022,5/21/2020,240.46,0.25,240.21
620,SRTS,4374,21.39,847.55,3/7/2020,1/18/2020,826.16,57.73,768.43
621,NOV,875,787.05,209.02,2/11/2022,6/25/2020,-578.03,17.7,-595.73
622,GNTX,3501,615.03,193.19,5/12/2021,5/28/2021,-421.84,39.33,-461.17
623,APTI,5528,572.81,476.09,6/28/2020,8/29/2021,-96.72,10.55,-107.27
